461.779,347.263
2.41,3.881
0.576,0.316
0.734,-0.477
0.328,-0.315
0.189,-0.308
2.645,1.416
0.448,0.813
1.866,4.093
1.127,2.749
0.222,0.676
0.158,0.677
-0.221,5.213
-0.773,3.689
1.528,1.83
0.223,0.634
0.212,0.401
2.282,0.053
0.513,-0.127
1.709,-0.477
-0.104,-1.067
-0.011,-0.147
2.62,-2.325
4.538,-2.433
0.593,0.454
2.305,2.053
2.146,1.743
4.915,3.015
2.902,0.866
0.349,0.042
1.988,-0.053
3.315,-0.095
0.465,-0.678
0.339,0.435
0.829,0.454
0.509,0.104
3.103,0.381
0.841,-0.57
2.057,-1.016
1.577,-0.592
2.792,0.085
0.326,-0.054
7.523,-1.543
2.664,-3.5
1.422,-5.519
1.513,-4.441
2.121,-3.076
0.396,-0.063
1.295,0.211
3.067,-0.096
4.018,0.519
2.93,1.015
4.346,-2.453
3.442,-0.442
0.327,0.18
-0.086,-0.539
-0.011,-0.381
0.127,-0.36
0.36,-0.253
6.946,-2.464
2.209,0.857
0.149,0.665
0.438,0.751
0.147,0.169
0.424,0.095
0.533,0.074
3.193,-0.317
0.169,-0.063
0.47,-0.55
0.158,-0.231
0.106,-0.266
0.649,-2.348
0.825,-0.761
0.978,0.793
-0.999,1.955
-0.03,0.158
1.272,2.992
0.438,0.528
1.073,0.392
0.856,0.243
0.882,0.063
0.938,-0.073
0.242,0.021
8.199,3.055
0.224,0.116
1.649,0.879
0.104,0.095
0.434,0.697
1.265,2.136
0.021,0.412
-0.053,4.028
4.874,10.445
0.661,2.021
-0.032,2.896
-1.157,2.695
-0.227,1.195
-1.953,14.348
-0.221,1.638
-0.861,1.217
-0.694,2.483
0.26,0.243
0.021,0.085
-0.217,1.068
-0.739,3.224
-1.2,3.659
-0.296,0.507
-1.534,1.956
-1.38,1.744
-1.4,2.739
-0.317,2.409
-0.449,2.421
-0.146,0.711
-0.351,0.211
-1.432,0.126
-0.471,0.013
-2.125,-0.35
-5.469,-2.073
-2.052,-0.824
-0.094,-0.771
0.84,-2.435
-0.84,-3.754
-2.115,-6.163
-1.327,-1.279
-5.309,-4.482
-0.522,0.35
0.158,0.676
-0.084,1.438
-4.758,0.688
-0.497,0.054
-0.169,-0.011
-4.59,-1.723
-0.181,-0.097
-0.194,-0.169
-0.963,-1.142
-0.206,-0.17
-0.148,-0.03
-0.708,0.052
-0.364,0.455
-0.274,0.624
-1.855,5.836
0.085,0.189
3.632,3.193
0.232,0.179
0.444,0.19
3.506,0.931
0.681,-0.188
0.371,0.168
0.307,0.212
0.27,0.413
0.139,0.919
-0.703,2.506
-5.276,1.902
-11.166,5.68
-1.95,1.066
-1.117,1.354
-0.585,0.221
-8.412,2.688
-0.809,0.071
-1.847,0.14
0.254,0.465
0.224,3.174
-0.064,0.422
-0.327,0.792
-2.473,1.66
-0.609,0.2
-1.179,0.181
-0.138,-0.021
-0.423,-0.127
-0.555,-0.391
-0.308,-0.116
-1.887,-0.412
-0.154,-0.021
-6.963,0.921
-0.978,0.136
-7.244,4.334
0.19,0.51
0.231,0.921
-0.04,0.138
-1.831,4.153
-0.92,0.569
-1.902,2.443
-3.875,-1.902
-2.137,-0.2
-5.873,4.505
-3.366,3.71
0.094,0.687
-1.855,4.516
-1.501,0.329
-3.077,-0.974
-5.515,0.486
-0.603,0.231
-0.153,0.073
-0.043,0.168
-0.424,2.136
-0.146,2.053
0.126,0.72
0.157,0.381
-0.019,0.497
-0.011,0.041
-0.086,0.37
-0.223,0.37
-2.01,2.507
-0.4,0.275
-2.104,1.289
-0.746,-0.265
-2.917,-1.894
-4.178,-2.677
-0.655,-0.35
-0.063,0.033
-5.271,3.171
-3.706,2.084
-1.105,0.146
-5.044,0.646
-4.462,1.248
-7.399,9.271
-2.105,3.099
-1.929,3.786
-0.206,0.76
-0.274,2.76
0.157,0.457
0.129,0.138
0.227,0.115
0.211,0.201
0.35,0.717
-0.169,1.883
-0.274,0.201
-0.776,0.000
-0.766,-0.095
-0.985,-0.211
-0.195,-0.108
418,499.731
-0.803,-1.287
-0.27,-0.561
0.041,-0.254
0.533,-0.232
0.18,-0.129
0.201,-0.801
-0.232,-1.631
-5.81,-8.352
-1.136,-1.301
-0.478,-0.021
-1.966,0.021
-2.719,0.096
-0.387,0.315
-0.466,-0.644
-1.986,-0.752
-4.469,-1.321
-1.155,-0.191
-0.407,-0.295
0.311,-1.755
0.224,-1.714
0.043,-0.423
-2.561,-2.644
-0.683,-0.633
-0.925,-0.19
-1.57,-1.102
-0.486,-0.484
-0.132,-0.201
0.438,-0.695
0.611,-0.5
1.629,-0.866
1.847,-1.734
0.333,-0.528
-0.042,-0.265
-0.237,-0.495
-1.984,-1.861
-0.829,-0.761
-1.127,0.139
-0.913,-0.021
-0.308,-0.509
-0.745,-1.797
0.011,-0.096
0.128,-0.339
3.124,-4.397
0.38,-0.223
0.725,-0.34
0.212,-0.084
2.241,-2.313
0.055,-0.813
1.348,-1.237
0.137,-0.084
0.376,-0.105
0.751,0.792
0.438,3.076
399.03,460
3.966,-0.2
2.474,0.308
1.156,-0.762
0.351,0.138
0.842,-0.095
0.211,-0.107
0.105,-0.084
0.148,-0.541
-0.233,-0.398
-0.095,-0.044
-0.683,-0.021
-0.35,0.318
-1.967,-0.581
0.291,-0.846
0.211,-0.148
0.518,-0.223
3.231,-1.416
3.643,-1.565
0.148,0.021
1.935,-0.443
2.046,-2.136
0.089,-0.105
1.085,-1.438
0.223,-1.29
-2.955,-0.792
-0.788,-0.783
-2.495,-4.431
-0.021,-0.284
-0.031,-0.509
0.085,-1.047
0.755,-5.444
0.477,-0.962
0.566,0.739
1.325,0.146
4.379,-1.574
-0.021,-1.375
0.012,-0.074
1.634,-1.269
0.296,-0.094
1.574,0.000
0.594,0.222
0.556,0.729
0.041,0.063
1.265,-0.371
0.2,-0.084
0.925,-2.622
0.031,-1.247
1.454,-1.249
0.265,-0.138
3.21,-0.814
1.894,-0.295
0.561,0.136
