393.093,474.992
0.924,0.189
0.685,0.634
2.56,2.645
-0.043,0.425
-0.223,1.711
-0.313,1.757
0.408,0.295
1.157,0.191
4.467,1.318
1.987,0.752
0.459,0.646
1.498,1.469
1.199,2.652
-0.063,0.181
-0.053,0.105
-0.735,0.569
-0.946,0.232
-0.413,0.424
-0.968,1.186
0.149,0.306
1.271,1.144
3.274,1.744
0.254,0.21
1.125,1.195
1.4,1.712
1.011,2.084
-0.064,0.371
-0.201,0.592
-0.675,0.665
-0.323,0.983
-0.021,0.506
0.189,1.555
0.248,1.249
0.086,0.189
0.55,0.624
0.085,0.052
0.703,-0.219
0.507,0.138
1.02,0.781
1.539,1.596
-0.315,2.063
3.854,0.603
3.313,3.363
4.112,2.42
1.677,0.042
0.988,0.156
1.423,0.782
0.63,0.911
2.802,4.831
-0.063,3.489
-0.297,0.263
-0.586,0.698
-2.231,4.177
-0.592,1.744
-0.306,3.363
-0.153,0.675
-4.257,2.95
-0.043,0.274
0.043,0.244
0.37,1.362
0.46,0.751
1.897,2.663
0.179,0.203
0.212,0.127
0.481,0.127
4.462,1.278
0.17,0.073
0.401,1.649
0.778,5.33
2.747,5.93
0.957,1.376
0.412,0.338
-0.339,0.392
0.938,0.591
1.243,0.445
0.538,0.055
0.128,-0.425
0.104,-0.096
0.301,0.021
0.308,0.466
0.085,0.213
0.148,1.384
0.095,2.125
0.000,0.563
-0.042,0.116
-0.614,0.803
1.729,2.579
6.84,5.424
0.307,1.271
-0.18,0.749
1.496,2.75
0.482,0.251
1.125,0.353
5.021,0.738
0.667,-0.01
0.133,-0.095
-0.196,-0.573
-0.37,-0.453
-0.084,-0.709
0.575,-0.072
0.846,0.095
2.956,0.487
0.316,0.071
1.55,0.868
2.052,1.922
2.029,2.646
5.842,7.781
0.879,1.195
1.66,1.49
0.927,0.74
0.252,0.125
0.351,0.013
0.072,2.99
0.903,0.934
1.073,0.749
0.853,0.497
1.737,0.708
0.63,-0.188
0.698,-0.287
1.358,-0.338
0.406,-0.021
0.477,0.2
2.464,1.755
1.38,1.089
3.198,3.554
0.57,0.867
0.661,2.271
0.998,4.284
1.086,0.738
4.388,2.931
0.202,0.03
0.645,-0.127
-0.033,-0.896
-0.137,-0.423
-0.085,-0.53
0.042,-0.908
1.475,-0.571
3.442,0.147
0.296,0.179
0.175,0.159
2.528,2.79
1.052,1.344
0.75,1.735
0.661,1.46
1.146,1.319
0.35,0.138
0.872,-0.021
1.855,-0.073
0.312,-0.159
0.4,-0.402
0.604,0.015
5.781,8.521
1.295,2.663
-0.582,2.231
-0.684,2.135
-0.897,1.607
1.306,2.273
1.179,5.719
0.032,1.628
-1.326,4.536
-4.59,6.462
-0.212,0.167
-1.438,-0.357
-2.906,-1.514
-0.266,-0.221
-5.019,-3.161
-5.359,-2.032
-0.37,1.619
-0.174,0.327
-0.772,0.857
-1.084,0.908
-0.486,0.23
-1.985,0.638
0.761,0.919
0.063,0.104
0.692,2.686
-0.042,0.201
-1.254,3.892
-0.264,0.519
-0.275,0.993
-0.011,0.38
0.043,0.182
0.771,1.246
0.138,0.466
0.021,0.295
-0.085,0.382
-1.273,4.979
-0.19,0.486
-0.158,0.265
-0.265,0.273
-5.061,5.215
-0.539,0.422
-3.938,2.622
-0.363,0.2
-0.468,0.085
-4.969,0.063
-2.808,1.585
-0.509,0.211
-0.745,0.138
-1.222,-0.03
-0.604,-0.021
-0.565,0.128
-3.927,2.124
-0.339,0.232
-0.322,0.338
-0.181,0.296
-0.329,0.739
-0.211,0.383
-2.314,2.696
-0.358,0.314
-0.366,0.245
-0.423,0.188
-0.327,0.072
-1.851,0.096
-2.854,0.479
-0.208,0.063
-0.284,0.2
-0.222,0.307
-0.044,0.191
-0.043,0.688
-0.084,0.285
-0.957,2.053
-0.883,1.098
-0.179,0.212
-2.168,1.702
-2.59,2.137
-0.51,0.644
-0.115,0.17
-0.021,0.276
0.276,1.841
0.212,0.778
0.314,0.7
0.641,0.824
2.866,2.38
2.009,1.648
0.809,0.835
0.412,0.52
0.286,0.519
0.073,0.253
0.914,3.637
0.233,0.454
0.261,0.254
2.398,0.444
0.487,0.21
0.221,0.19
0.925,1.313
2.253,3.542
2.813,5.054
0.189,0.465
0.064,0.456
-0.086,0.316
-2.58,4.588
-3.737,7.465
-0.011,0.191
0.074,0.212
0.549,0.603
0.863,0.633
3.346,0.254
0.967,-0.072
0.286,-0.14
0.714,-0.507
0.158,-0.201
0.074,-0.17
-0.074,-0.114
0.232,-0.443
0.158,-0.065
0.491,-0.041
1.975,0.963
0.273,0.2
1.47,1.881
2.146,5.257
0.115,0.453
-0.178,0.751
-0.302,0.328
-1.287,1.513
-1.844,2.876
-0.101,0.696
-0.562,4.452
0.021,0.146
0.137,0.181
0.308,0.263
0.333,0.108
0.296,0.241
0.086,0.254
0.146,2.284
-0.011,0.729
-2.729,2.972
-0.2,0.104
-0.181,-0.054
-2.638,-1.068
-0.805,-0.369
-2.944,-1.64
-7.676,-5.221
-0.684,-0.669
-0.767,-1.204
-0.35,-1.025
0.115,-0.359
0.726,-1.902
0.968,-1.035
-2.68,-5.572
-1.476,-0.443
-3.854,-1.066
-0.813,0.000
-0.423,0.028
-0.819,0.182
-3.927,0.856
-0.307,0.084
-0.524,0.739
-0.903,1.936
-4.832,2.466
-0.921,0.052
-2.426,-2.455
-1.802,-2.44
-0.117,-0.255
-5.239,-0.569
-1.794,-0.665
-0.221,-0.169
0.158,-0.456
-4.79,1.809
-1.156,-3.563
0.359,-0.635
0.448,-1.099
-0.143,-0.456
-0.445,-0.604
-0.507,0.182
-4.304,4.207
-0.137,3.469
1.157,2.527
0.296,1.015
0.492,1.945
0.011,0.211
-0.06,0.254
-0.127,0.201
-0.158,0.115
-1.368,0.309
-3.729,-0.095
-3.251,-0.329
-1.538,-0.889
-2.827,0.794
-3.591,-0.443
-3.896,0.519
-3.222,1.247
-1.178,2.038
-0.211,0.131
-1.021,-0.076
-2.792,-0.505
-9.748,-0.044
-1.159,-0.202
-1.775,1.144
-0.117,0.148
-1.136,2.472
-0.117,1.121
-0.009,0.223
0.021,0.191
0.115,0.265
0.054,1.403
-1.074,1.144
-0.242,0.105
-4.382,1.004
-3.453,-0.328
-0.662,-0.188
-0.476,-0.593
-0.238,0.105
-0.242,0.181
-1.369,1.576
-0.169,0.379
-1.708,1.954
-5.462,4.854
-0.564,0.994
-0.169,0.381
-0.327,0.992
-0.402,0.51
-0.789,0.465
-0.199,0.064
-2.9,0.297
-0.244,-0.021
-0.169,-0.202
0.104,-0.433
1.096,-1.894
0.903,-0.846
-0.189,-0.39
-0.147,-0.099
-3.028,-0.075
-3.422,1.345
-0.359,0.19
-1.296,0.738
-3.451,1.725
-5.302,0.267
-0.667,-0.044
-1.19,-0.232
-0.629,-0.297
-0.126,-1.215
0.146,-0.477
0.086,-0.104
0.586,-0.108
0.285,-0.252
-0.105,-0.932
-1.602,-1.869
-2.295,-2.382
-3.263,-0.697
-0.221,-0.021
-0.492,-0.24
-0.138,-0.402
0.054,-1.363
0.449,-0.442
1.962,-1.492
-1.359,-1.979
-2.199,0.255
-3.887,1.523
-2.357,-0.456
-4.885,-1.978
-0.211,-0.634
-0.032,-0.317
0.063,-0.188
-0.085,-0.266
-5.07,-0.836
-1.221,-0.104
-0.804,0.94
-0.46,0.93
-0.012,0.17
-0.592,1.469
-0.296,0.033
-3.104,-0.138
-2.454,-0.485
-1.967,-1.259
-0.467,-0.339
0.436,-0.646
0.629,-0.763
0.222,-1.015
-0.042,-0.803
-0.264,0.000
-2.188,0.338
-0.137,0.043
-0.388,0.657
0.128,7.568
0.66,1.753
0.158,0.182
0.201,0.064
0.417,-0.161
0.655,0.317
0.48,0.549
0.072,0.773
0.34,3.899
-3.99,5.359
-4.85,6.196
-1.507,1.448
-2.96,1.842
-2.755,1.015
-4.468,0.802
-0.29,-0.008
-0.117,-0.393
-0.03,-0.509
0.231,-0.907
0.237,-0.772
2.623,-6.07
0.646,-0.813
0.733,-1.046
0.043,-0.106
-0.063,-0.855
-0.486,-0.654
-0.153,-0.055
-3.161,-0.35
-0.862,0.668
-0.031,1.091
0.042,0.39
-0.265,0.253
-4.589,1.458
-1.569,-5.031
0.549,-1.078
0.599,-0.255
0.115,-0.095
0.699,-1.11
-0.91,-1.563
-0.861,-1.163
-1.913,-2.167
-2.063,-0.836
-0.879,0.244
-0.522,0.01
-0.138,-0.054
-0.401,-0.413
-2.104,-3.595
-0.011,-1.077
0.021,-0.666
0.189,-0.815
-0.223,0.202
-2.189,1.193
-0.75,0.309
-3.355,0.104
-4.07,-1.943
-0.043,-0.214
0.147,-0.378
0.127,-0.106
0.144,-0.042
0.18,-0.233
0.168,-0.315
0.106,-1.894
-0.265,-0.846
-1.47,-0.899
-0.147,-0.03
-1.623,0.073
-0.812,0.625
-0.644,0.93
-2.496,3.437
-3.806,-1.194
-3.192,-1.321
-0.883,-0.57
-0.319,-0.847
2.654,-2.009
1.243,-0.845
2.356,0.189
0.053,0.37
0.107,0.22
0.253,0.191
0.417,0.138
3.12,-0.147
5.513,-5.604
0.075,-0.116
4.778,-0.268
5.462,-0.081
0.296,-0.521
1.052,-1.311
0.243,-0.243
0.159,-0.084
1.338,-0.224
2.591,0.499
0.026,0.029
0.327,0.57
0.031,0.106
0.872,3.552
-0.067,-0.306
0.417,-1.154
0.381,-0.431
0.618,-0.795
0.443,-0.254
0.703,0.148
0.19,0.000
1.104,-1.025
0.677,-2.243
0.01,-0.603
-2.548,-6.234
-0.054,-3.704
1.012,-0.021
1.326,-1.193
-0.274,-0.783
-0.449,-0.295
-0.518,-0.645
-0.529,-1.089
-0.471,-2.518
-0.148,-3.479
-0.011,-0.402
0.021,-0.35
0.21,-1.795
0.377,-1.428
-0.799,-0.52
-0.339,-0.274
-0.248,-0.273
-0.211,-0.403
-0.146,-0.61
0.041,-0.572
0.116,-0.465
0.139,-0.243
0.169,-0.181
0.258,-0.158
0.719,-0.159
0.662,-0.138
0.063,-1.033
0.243,-1.862
0.401,-0.679
0.556,-0.561
0.158,-0.676
0.265,-2.42
-0.054,-2.972
-0.18,-3.405
-0.819,-0.749
275,712.497
-0.085,-0.136
-0.249,-0.646
-0.866,-2.801
0.000,-0.486
-0.302,-0.668
-0.338,-1.752
-0.148,-0.795
-1.221,-8.849
-0.969,-0.931
-2.863,-4.494
-0.812,-1.522
-0.39,-1.999
1.507,-3.539
0.137,-0.213
1.231,-2.241
0.286,-1.714
-0.159,-0.707
-0.316,-0.479
1.593,-0.125
3.303,-1.882
0.946,0.729
1.147,1.354
2.294,-0.486
4.748,-4.176
-0.201,-0.562
-0.237,-0.506
1.555,-0.816
0.244,-0.104
0.484,-0.065
0.937,0.414
0.577,0.000
0.653,-0.085
1.073,-0.624
0.085,-3.911
-0.053,-0.604
-0.968,-5.739
-1.306,-1.798
-1.18,-1.649
-0.571,-0.803
0.054,-1.343
0.053,-0.224
0.852,-2.443
4.045,1.278
0.618,0.203
4.778,-1.036
1.613,-0.084
0.349,0.255
0.139,0.18
0.054,0.306
-0.994,2.168
-0.43,0.307
-0.104,0.188
0.052,0.245
0.032,0.021
1.009,-0.045
2.181,-0.695
1.464,-1.619
0.338,-0.434
-0.316,-0.635
-0.224,0.014
-0.628,-0.617
-0.677,-2.567
-0.064,-0.854
-2.537,-0.834
-0.206,0.021
-0.264,-3.279
0.691,-0.295
1.21,-3.141
0.021,-0.063
0.349,-5.14
0.128,-6.164
-0.382,-1.871
-0.485,-0.624
-0.091,-0.115
-1.295,-1.343
-0.719,-1.968
-0.148,-0.349
-6.11,-4.452
-4.183,-1.774
-0.158,-1.038
0.011,-0.696
0.147,0.000
0.424,-0.2
-1.327,-6.672
-2.072,-3.753
-1.719,-0.721
-1.497,-0.78
-2.589,-1.767
-0.291,-0.348
-0.032,-0.17
0.212,-6.229
0.956,-2.704
-0.539,-0.856
-1.966,-4.335
-0.097,-0.338
-0.041,-0.287
0.296,-3.53
0.316,-0.625
2.283,-0.073
0.684,-0.306
0.273,-0.465
0.074,-0.212
-0.624,-1.691
-1.138,-2.285
-1.18,-3.92
275,574.206
-1.009,-1.319
-0.055,-0.624
0.042,-0.188
0.223,-0.477
0.393,-0.371
-0.286,-1.352
-0.81,-1.787
-0.666,-1.111
-1.126,-0.211
-0.338,0.096
-1.522,1.445
-0.053,0.087
0.244,0.327
0.658,0.592
0.63,0.148
-0.533,0.93
-0.19,0.212
-2.157,2.411
-0.357,0.127
-4.051,0.252
-1.527,-0.356
-0.191,-0.107
-0.808,-0.813
0.137,-0.678
0.408,-0.432
0.169,-0.393
0.03,-0.116
0.158,-4.196
-0.158,-1.09
-0.03,-0.116
-0.694,-2.229
-0.115,-0.275
-0.265,-0.064
-0.465,0.043
-0.291,0.053
-1.717,-2.704
-0.233,-0.994
-2.368,-8.363
-0.693,-0.71
-1.707,-1.688
-1.104,0.38
-4.208,1.446
-2.653,1.512
-0.883,0.425
-0.539,0.076
-1.444,-0.785
-0.501,-0.729
0.379,-1.384
0.111,-0.087
0.551,-0.272
0.063,-0.309
0.631,-5.982
-0.144,-0.983
-1.223,0.572
-4.268,4.134
-0.137,0.085
-0.23,-0.011
-0.261,-0.117
-2.568,-1.671
-0.285,-0.243
-0.233,-0.401
-0.063,-0.212
0.041,-0.379
0.17,-0.582
0.011,-0.267
-0.084,-0.198
-0.28,-0.267
-0.224,-0.189
-0.232,-0.064
-1.295,0.138
-0.18,0.16
-0.401,0.528
-0.662,1.048
-1.24,-0.509
-5.567,0.265
-2.252,0.255
-0.434,0.054
-0.266,0.116
-0.127,0.241
0.000,0.573
0.478,1.858
1.507,2.537
0.883,1.343
0.618,0.086
0.729,-0.074
0.317,-0.084
0.042,-1.629
-0.148,-0.528
0.354,-0.572
0.909,0.231
1.031,1.757
0.438,1.692
-0.757,3.308
0.528,0.5
-0.211,0.537
-0.678,0.836
-1.479,0.274
-2.331,-0.739
-2.978,-0.443
-1.264,1.827
-0.692,1.122
0.565,0.803
0.074,0.233
-2.421,3.075
-0.576,0.327
-1.18,0.359
-0.604,0.138
-1.295,0.244
-4.948,-0.021
-0.197,-0.03
-0.971,-0.384
-0.894,-1.637
0.817,-6.969
1.358,-3.724
0.498,-0.24
1.623,-4.315
-1.181,-5.308
-0.18,-0.126
-0.231,-0.074
-0.777,-0.17
-0.393,-0.021
-4.355,-4.356
-0.264,-0.284
-0.096,-0.392
-0.116,-1.438
-0.031,-0.635
0.211,-0.054
0.915,0.106
-0.714,-0.94
-0.105,-0.234
-0.38,-3.045
-0.096,-2.06
-0.147,-2.854
-0.377,-3.025
-0.041,-0.22
-0.349,-0.478
1.579,-0.887
-0.358,-3.893
-0.138,-0.275
-0.316,-0.272
-0.139,-0.064
-0.513,-0.158
-0.581,-0.021
-0.303,0.064
-1.295,-1.119
0.649,-1.313
0.466,-2.483
0.734,-1.186
0.519,-0.61
0.127,-0.096
13.471,-3.703
9.696,1.896
0.307,0.083
0.106,0.128
1.859,4.314
0.54,0.433
0.194,0.000
1.349,-0.148
5.107,-0.92
0.401,-1.184
0.000,-0.803
-0.434,-1.038
-0.243,-1.227
-0.671,-4.06
