München,366.9678,700
Berlin,477,256
Stuttgart,215,648
Saarbrücken,60,589
Wiesbaden,148.82253,508.37094
Mainz,148.39853,523.63477
Düsseldorf,56.815434,397.70804
Bremen,193.76607,200.55
Erfurt,335.38065,418.90784
Dresden,499.89102,405.76395
Magdeburg,370.99631,294.67706
Hannover,253.54947,273.47726
Hamburg,265.84537,156.03044
Kiel,275.17325,78.439217
Schwerin,357.85245,150.0945
Potsdam,458.76343,260.75742
